<frozen runpy>:128: RuntimeWarning: 'src.experiments.run_experiment' found in sys.modules after import of package 'src.experiments', but prior to execution of 'src.experiments.run_experiment'; this may result in unpredictable behaviour
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1773233546.478651 3906440 gpu_device.cc:2020] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 20831 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3090, pci bus id: 0000:01:00.0, compute capability: 8.6
I0000 00:00:1773233546.510389 3906440 cuda_solvers.cc:175] Creating GpuSolver handles for stream 0x1fde5520
WARNING:tensorflow:From /home/haowu/JPML/code/.venv/lib/python3.12/site-packages/tensorflow/python/util/deprecation.py:660: calling map_fn_v2 (from tensorflow.python.ops.map_fn) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Use fn_output_signature instead
Creating model: src.models.stochastic_volatility_2d.StochasticVolatility2DModel
Generating 500 time steps...
Creating filter: UnscentedKalmanFilter
Initialized UnscentedKalmanFilter with sampled initial state from model distribution
Running UnscentedKalmanFilter...
[2026-03-11 20:52:30,856][tensorflow][WARNING] - From /home/haowu/JPML/code/.venv/lib/python3.12/site-packages/tensorflow/python/util/deprecation.py:660: calling map_fn_v2 (from tensorflow.python.ops.map_fn) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Use fn_output_signature instead

  Step 184/500 | 29.3 ms | elapsed 5.53s
  Step 185/500 | 17.2 ms | elapsed 5.54s
  Step 186/500 | 13.8 ms | elapsed 5.56s
  Step 187/500 | 16.7 ms | elapsed 5.58s
  Step 188/500 | 16.7 ms | elapsed 5.59s
  Step 189/500 | 17.0 ms | elapsed 5.61s
  Step 190/500 | 15.5 ms | elapsed 5.62s
  Step 191/500 | 16.1 ms | elapsed 5.64s
  Step 192/500 | 17.5 ms | elapsed 5.66s
  Step 193/500 | 15.7 ms | elapsed 5.67s
  Step 194/500 | 20.5 ms | elapsed 5.69s
  Step 195/500 | 16.3 ms | elapsed 5.71s
  Step 196/500 | 15.5 ms | elapsed 5.73s
  Step 197/500 | 16.0 ms | elapsed 5.74s
  Step 198/500 | 15.2 ms | elapsed 5.76s
  Step 199/500 | 15.9 ms | elapsed 5.77s
  Step 200/500 | 16.1 ms | elapsed 5.79s
  Step 201/500 | 16.2 ms | elapsed 5.81s
  Step 202/500 | 14.2 ms | elapsed 5.82s
  Step 203/500 | 16.2 ms | elapsed 5.84s
  Step 204/500 | 15.2 ms | elapsed 5.85s
  Step 205/500 | 15.3 ms | elapsed 5.87s
  Step 206/500 | 17.4 ms | elapsed 5.88s
  Step 207/500 | 15.0 ms | elapsed 5.90s
  Step 208/500 | 16.0 ms | elapsed 5.91s
  Step 209/500 | 16.6 ms | elapsed 5.93s
  Step 210/500 | 16.7 ms | elapsed 5.95s
  Step 211/500 | 15.5 ms | elapsed 5.96s
  Step 212/500 | 15.8 ms | elapsed 5.98s
  Step 213/500 | 16.0 ms | elapsed 6.00s
  Step 214/500 | 16.3 ms | elapsed 6.01s
  Step 215/500 | 17.6 ms | elapsed 6.03s
  Step 216/500 | 14.8 ms | elapsed 6.04s
  Step 217/500 | 15.3 ms | elapsed 6.06s
  Step 218/500 | 18.7 ms | elapsed 6.08s
  Step 219/500 | 17.6 ms | elapsed 6.10s
  Step 220/500 | 17.0 ms | elapsed 6.11s
  Step 221/500 | 16.4 ms | elapsed 6.13s
  Step 222/500 | 13.9 ms | elapsed 6.14s
  Step 223/500 | 14.4 ms | elapsed 6.16s
  Step 224/500 | 15.5 ms | elapsed 6.17s
  Step 225/500 | 14.4 ms | elapsed 6.19s
  Step 226/500 | 15.3 ms | elapsed 6.20s
  Step 227/500 | 15.5 ms | elapsed 6.22s
  Step 228/500 | 15.8 ms | elapsed 6.23s
